prompt_id,rank,candidate_id,is_relevant,score
p001,1,ed7e4a37-d9be-4409-94bc-2ae4ab418536,0,0.1165867074005365
p001,2,4ecdbfc0-1806-4d7c-870a-696d2b744ace,0,0.10793633821601016
p001,3,0839cfde-d2f4-4ccc-9042-d7eeedde0285,0,0.10112365154361308
p001,4,e731e335-9350-4e40-b5a8-18ea9f7d9355,1,0.08455691878273269
p001,5,3f4a360c-b78d-4f1f-81b8-dd9a301cebf7,0,0.08015678495454229
p001,6,15a2db04-4fce-42dd-ad65-7e1cadd4d165,0,0.07843105833489965
p001,7,c3f46eeb-459c-4059-b4bb-19290702acd9,0,0.07287512963163384
p001,8,44119744-d2ff-455e-8a55-6ef26e3504ff,0,0.07078265170601679
p001,9,8cb1d3db-7c5c-4cef-9c89-d85fe4e512d2,0,0.0672566292850359
p001,10,1bb49304-716a-4de6-b7c0-0c9faea027d6,0,0.06664072893363047
p002,1,ea097581-70df-4098-bb46-ed730fa37663,1,0.23841520263906363
p002,2,0be74afe-2afc-49f8-94e8-1c245bcff3a5,1,0.18090463604345183
p002,3,8c1e3369-a6fa-431e-adc8-4aded23f0cfa,0,0.14912079567073463
p002,4,238fb616-8e70-406d-8398-7b9e323e443d,0,0.11950913439618235
p002,5,51b8c98a-6aef-4cbd-880b-4d04fb9eab49,0,0.10166143399631906
p002,6,d05e5e1b-7e54-4913-ab13-64bdb660fcc9,0,0.08854851650999801
p002,7,4c9eba85-2ec2-456a-9173-729c7dbaebb3,0,0.08753555541670877
p002,8,e6ee71f6-32bb-4dca-b0a2-a17441a2fe61,1,0.07351642508212283
p002,9,201e6b5f-bec5-4e95-b329-590e5d336f39,0,0.07237970842021725
p002,10,574d2610-b054-49b0-9498-f4e306203ba5,0,0.061932128505545914
p003,1,28fbb276-cff2-42a9-85b8-caa005876cb7,0,0.25699676242016184
p003,2,e6ab461c-5fc6-4265-a110-a354142fb803,0,0.18017260424712528
p003,3,b7c0dec3-0e6b-48e9-b628-afada6b462e4,0,0.1231486322333861
p003,4,eaecaa11-2c78-4aed-8080-51ded8d4d88a,0,0.11665702143773794
p003,5,2aa6e12d-365c-4317-b52f-6e91a39b9965,0,0.11505026727862477
p003,6,fcae6551-cd47-4b12-a6a0-43943698ae1f,0,0.11503513754899136
p003,7,5ce6c601-156d-4daa-9540-f0304e0f0bf1,0,0.11245288854040933
p003,8,8eddc1c1-687a-45d7-9579-a1dbbca8acc5,0,0.11235782921311643
p003,9,d676d01c-0ee6-4de0-9664-42bc19f90468,0,0.11148911971161299
p003,10,0df5b2a1-2115-4db7-a9e5-9443213af683,0,0.11096827235236022
p004,1,bdb493e3-aca6-4525-9773-856c4fda8457,0,0.23126241831184408
p004,2,ea097581-70df-4098-bb46-ed730fa37663,1,0.2164528286762913
p004,3,a63e6598-b507-4770-812a-43fb80300b63,0,0.15545510897363474
p004,4,2b245262-4c20-47ff-bcde-9bd663acac87,0,0.11906449990743781
p004,5,2ddd8bcf-b039-49db-aa7a-1d1b79fe9257,0,0.1045673354442563
p004,6,b0ab6cdb-5f53-460e-b7f7-3ca176e61d50,0,0.10446622371717262
p004,7,1e709e21-45c7-44b0-a075-00adf731cf79,0,0.06854480182244627
p004,8,e2b7a3be-5065-43e7-bc41-eb5b6edbfb44,0,0.06768544721651676
p004,9,0839cfde-d2f4-4ccc-9042-d7eeedde0285,0,0.06523877563948273
p004,10,9610e6f8-e5be-498c-b85e-963b1bcb6e67,0,0.05447124756540228
p005,1,d05e5e1b-7e54-4913-ab13-64bdb660fcc9,0,0.13754385212935774
p005,2,4c9eba85-2ec2-456a-9173-729c7dbaebb3,0,0.13597040317369471
p005,3,0756e4a2-f0a8-426e-8445-bf1956585086,0,0.12091765788396942
p005,4,6875d1b5-a20f-402d-98cb-c8b75e5393f7,0,0.11167341401535678
p005,5,4053bc68-04be-4845-8911-b6191d66f660,0,0.10823948853573039
p005,6,a3936b32-937e-4d6c-bc04-6d671da46b74,0,0.10286590567345005
p005,7,ce04efa6-b277-401c-8ac7-8109fb2ea514,0,0.10266442258430539
p005,8,c3f46eeb-459c-4059-b4bb-19290702acd9,0,0.08123531693412317
p005,9,e6ee71f6-32bb-4dca-b0a2-a17441a2fe61,1,0.08054889121256603
p005,10,6a8d97e3-24d8-4dc2-8d84-a69e0a9bbb8f,0,0.08027881179359755
p006,1,0abf98ae-b2d7-496d-95a9-b0169725fdc7,0,0.21226220533229007
p006,2,a6a415ea-fec4-4cf2-9910-c718fb106f4d,0,0.14558737578938355
p006,3,409031f5-a959-489a-9777-dbed394a89b8,0,0.11145269495105165
p006,4,4ecdbfc0-1806-4d7c-870a-696d2b744ace,0,0.10918725394019609
p006,5,d45bc45f-a52f-4fa0-9588-5c897531c884,0,0.08873090379865299
p006,6,e25f7e72-f24c-4ad4-829a-13d50f14bd07,0,0.08449958643132968
p006,7,d71aab3f-350e-41fe-83bb-c5235da11d46,0,0.08073103898535172
p006,8,ed7e4a37-d9be-4409-94bc-2ae4ab418536,0,0.08004036375176625
p006,9,971accd3-e770-49a4-8d30-76453ce02734,0,0.07425151318188451
p006,10,e0ef6df6-39a2-485c-b6e3-1e6aaad67f31,0,0.0696875031807878
p007,1,e731e335-9350-4e40-b5a8-18ea9f7d9355,1,0.15446497635624473
p007,2,f623ba7a-39da-4936-b849-6b9c74031500,0,0.13357416310742434
p007,3,2ddd8bcf-b039-49db-aa7a-1d1b79fe9257,0,0.12109365183488041
p007,4,ffc149e7-8e67-4863-9b67-6a0de215ef94,0,0.10010589911060422
p007,5,ffdf9d4b-6d6d-44c3-bf70-3bc011d1fe06,0,0.09875915918477832
p007,6,25041cc1-ce8f-4e0a-8a3d-30ad0b6e12d2,0,0.09835365722807318
p007,7,58907884-a70c-4cb3-ac12-a63d80c47e20,0,0.0949066771083006
p007,8,8f274d0f-d27d-4f8a-b054-6bd61e8fa669,0,0.08116000722342315
p007,9,c7afa5a7-8fc9-4f05-957b-c646a9ae9e3c,0,0.0761058178429154
p007,10,53daff05-e47f-4048-9ece-bd75c0d2ccda,0,0.07567612469654157
p008,1,5428be64-fec3-4586-9aa5-cfc26e4c0f54,0,0.31562661591926566
p008,2,4c9eba85-2ec2-456a-9173-729c7dbaebb3,0,0.26845822469171055
p008,3,75eafe98-9d9d-4231-ada9-af92e82834dc,0,0.1972711618874421
p008,4,1d3efe6b-c653-4c69-9f3d-159ad3c3fa84,0,0.19365714723863342
p008,5,bcab85c2-42ef-40db-a6e4-057f563ab260,0,0.19277520173522997
p008,6,39822926-0f9f-4ca0-94be-f9f0e2c29c1c,0,0.18247522254296927
p008,7,3d5e7096-5573-4268-94d7-668c5108cb4e,0,0.17545658978962628
p008,8,ad9ceddc-0ac4-4cfb-9584-062f747624d5,0,0.16981742397177754
p008,9,32cd18ef-1dca-4b91-8880-ce6e848f9178,0,0.16197972961920015
p008,10,41388187-6392-4a8d-80e2-3dbcdf15fc60,0,0.1429542621376516
p009,1,0839cfde-d2f4-4ccc-9042-d7eeedde0285,0,0.16069481600883556
p009,2,6ddfa426-ab2c-4869-ab59-a4e59fefcae2,0,0.1366221474848439
p009,3,5428be64-fec3-4586-9aa5-cfc26e4c0f54,0,0.09306151635229498
p009,4,e4e75976-4a23-4f6e-bd94-a21be0679de2,0,0.09224151895724163
p009,5,cbf7fad0-f184-403f-a60f-17b0c18095e4,0,0.0895796172880505
p009,6,6b7bf429-4f66-4242-a711-b5b37a7bbbe6,0,0.0887531921824885
p009,7,4eb2b547-dc8d-4617-a465-f38ea83b2bd1,0,0.0886956305831748
p009,8,64d41893-d12e-4a08-8cb2-13627460bfa5,0,0.08804658587935159
p009,9,e731e335-9350-4e40-b5a8-18ea9f7d9355,1,0.08777629423382598
p009,10,9f03910e-a172-4aad-a1ae-579a905e6ad9,0,0.0875101674576752
p010,1,bdb493e3-aca6-4525-9773-856c4fda8457,0,0.346342364300121
p010,2,dda3734b-22dc-4fa3-a2ab-4cfe6eba7a3f,0,0.15310146016177542
p010,3,61a9e0bb-14fe-4d73-833b-b58d7a234c04,0,0.14409302532686977
p010,4,b0ab6cdb-5f53-460e-b7f7-3ca176e61d50,0,0.1106031406460889
p010,5,1e709e21-45c7-44b0-a075-00adf731cf79,0,0.10265381161783624
p010,6,0839cfde-d2f4-4ccc-9042-d7eeedde0285,0,0.09770265296004814
p010,7,0ef46e9c-475c-4def-ab70-c6990022e3b8,0,0.09361244300674952
p010,8,1056ee2a-70f6-4cc5-a4d6-a7573d711af5,0,0.09143181819189271
p010,9,2afae3ed-dca7-4646-a6f7-af561c8cb2d8,0,0.08989910695881362
p010,10,25041cc1-ce8f-4e0a-8a3d-30ad0b6e12d2,0,0.084761039442037
